,R1,R2,R3,R4,R5,R6
Lasparagine10,0.6815830517959535,0.24577416867728386,0.2283062072956347,,,
Lasparagine25,0.4130657245122129,0.2702744315893044,0.5091448532816655,,,
Lasparagine5,1.0237734302442258,1.012710330454772,0.7927628142100345,,,
Laspartic10,0.5711920066014439,0.35841909325743754,0.4715297504423416,,,
Laspartic25,0.3036608335397637,0.2501818310883783,0.3194143698704272,,,
Laspartic5,0.2443984135305521,0.4165932896266986,0.2297580287531003,,,
Tartaric10,0.3260128776364544,0.3634477324006553,0.3982761701016741,,,
Tartaric25,0.2955572230155269,0.3545954816193106,0.3203032602400116,,,
Tartaric5,0.3864345587466391,0.5542571732121285,0.5435756218842439,,,
glc0.4,0.6292367608326559,0.7288212290888735,0.7558719289572041,,,
LAlanine100,0.31933641815715624,0.30418159438937153,0.39422815904371145,,,
LAlanine10,0.3336621612122833,0.3736953576978851,0.2913577089502171,,,
LAlanine200,0.3242407648821933,0.9992565039183152,0.6312937128365153,,,
Ribose100,0.5033036192240455,0.5358932155090103,0.4713838118229243,,,
Ribose10,0.4263062517648974,0.5641129693984318,0.4545770339887493,,,
Ribose200,0.4812788001384632,0.44058230146296345,0.35785358176103205,,,
Sorbitol100,0.40960005156479296,0.4104200854362717,0.4158931848249763,,,
Sorbitol10,0.40357633418928696,0.3981004796905881,0.4231791960865712,,,
Sorbitol200,0.448442859236348,0.4415642268771481,0.4481000701330169,,,
galactose100,0.5205687436961994,0.4806730508044682,0.5342806822205822,,,
galactose10,0.4481497156654729,0.442584237363334,0.5244082009632876,,,
galactose200,0.6573246861377566,0.5972411377108288,0.6322881602799183,,,
glc0.4,0.6907121876965531,0.801142908401337,0.7122647230603829,,,
pyruvate100,0.3502926022695702,0.4356229481517041,0.4174665155781041,,,
pyruvate10,0.4475193314000852,0.3488316685628732,0.4438970932521709,,,
pyruvate200,0.3735976151553997,0.5207135358534603,0.4271165687755039,,,
uridine100,0.346676414626632,0.3726830200423116,0.3796908748143187,,,
uridine10,0.3723689798540423,0.4588607521475678,0.5244076267647259,,,
uridine200,0.402186124079802,0.2326747828724337,0.3530335378841698,,,
Deoxyadenosine1.2,0.2444257813098365,0.3184054104481455,0.18535006332669945,,,
Deoxyadenosine12,0.33176348909044456,0.3299177097244177,0.282769289675786,,,
Deoxyadenosine24,0.3436163410967374,0.4639943444137196,0.3839984222538033,,,
Dglucosamine100,0.42181010786776696,0.4155415910114195,0.4065642732271285,,,
Dglucosamine10,0.4873416234174396,0.4347875599453727,0.4271778150161877,,,
Dglucosamine200,0.43917284845007537,0.4033444661949349,0.3837127454462129,,,
Inosine0.8,0.4581393648501098,0.4347498242165914,0.38258606686670016,,,
Inosine16,0.4607808938745421,0.31635581900267795,0.3524133942441339,,,
Inosine8,0.4040730218155227,0.871905759667901,0.3666190726901049,,,
Thymidine20,0.3784065580315951,0.5750985157896028,0.4088371471298206,,,
Thymidine2,0.8977167150456101,1.2618686112971516,1.4063900935978697,,,
Thymidine40,0.43795052459884015,0.5091568324812676,0.4083691345777478,,,
dulcitol10,0.7286066005525775,0.8217474655598441,0.3602713040491337,,,
dulcitol50,1.9004189961985696,0.7817983551032134,0.8531639034449674,,,
dulcitol5,0.4290463622015744,0.7722698544213876,1.0339158801241772,,,
glc0.4,0.706352798421108,0.8071447014306758,0.7298595301936636,,,
propionate100,0.43027719711778617,0.21316749513233407,0.7370546321241211,,,
propionate10,0.20885600893932926,0.275640374417841,0.2909062632314797,,,
propionate50,0.2454426438747033,0.443801757105466,0.28796529812599225,,,
Acetate100,0.3912144045008517,0.3171197353519232,0.4136599140330616,,,
Acetate10,0.5503626180366853,0.5397185156922133,0.6424424901075522,,,
Acetate200,1.0467049118645584,0.3995983761200315,0.4797269340183941,,,
DAl100,0.3553241229028421,0.44896405159571534,0.35475307482210344,,,
DAl10,0.5578065073529842,0.5036105963798659,0.5258672488673526,,,
DAl200,0.30550719754731115,0.5492446332439018,0.6302640132532099,,,
Maltose100,0.5717046597878476,0.5966202064450687,0.4554183427446629,,,
Maltose10,0.6196613857403798,0.8294864740692602,0.5275006371713307,,,
Maltose200,0.6075903998109652,0.502408358273475,0.4573011517178108,,,
Mannitol100,0.686484319733043,0.5641296512225562,0.5628350510932152,,,
Mannitol10,0.5244070325419385,0.5238962451510344,0.6236645249104921,,,
Mannitol200,1.0453138629573382,0.8584680336320409,0.5727181946917276,,,
Succinate100,0.6185631229588288,0.3245795578833378,0.3616635776588205,,,
Succinate10,0.3852537242824158,0.6219895892322092,0.4905648981935309,,,
Succinate200,0.4338563600342913,0.356162759612126,0.3901432346315963,,,
glc0.4,0.6611649327386537,0.9756113065157014,0.7047293662024647,,,
xyl100,0.4959248278496891,0.5004803411747822,0.4906804494531506,,,
xyl10,0.4293840950742531,0.5252895765700732,0.5487106087401111,,,
xyl200,0.4791124227773879,0.4769113981615147,0.4702812681494341,,,
Fru100,0.4637737284053838,0.5926601355076545,0.4318162142561027,,,
Fru10,0.5925531080326477,0.538126158613446,0.5895420990905142,,,
Fru200,0.5657791284982066,0.5721044922086175,0.5291949714337161,,,
Fum100,1.524988664295713,0.8432361148639753,1.013243638669858,,,
Fum10,0.4072470099877906,0.3672864393029936,0.39584059152791984,,,
Fum200,0.24968814003386255,3.3219687631072152,0.3261027354280725,,,
Glc0.4,0.716550366615786,0.5989442305202827,0.7430534063744074,,,
Glu100,0.5203065705862616,0.5301382454852971,0.6521003670773952,,,
Glu10,0.5479645754511077,0.9402927163669268,0.5198613444962646,,,
Glu200,0.8685097565100582,0.9230092827042872,1.095122031188896,,,
Gly100,0.36592894738618986,0.3296175985195793,0.36865645448218937,,,
Gly10,0.5911448368261545,0.5820886413023176,0.5984329732890089,,,
Gly200,0.4148509595201524,0.5228641552299544,0.4283724041687709,,,
pro100,0.21248046138500995,0.2614067408456429,0.32615127757497303,,,
pro10,0.2929174482338981,0.2354951823316,0.2680881486995313,,,
pro200,0.8375565773154757,0.41445606088397663,0.4180495020640605,,,
tre00,0.6356169577132649,0.494137240508314,0.4104185828517061,0.5948596950836835,0.7099363261303339,0.7661945789627388
tre0,0.4459057517359965,0.5319176531089229,0.5217199589521507,,,
glc100uL,2.01853009056958,2.2854448862471024,1.297637031051272,1.3153155796714104,0.5031844919225671,
glc10uL,1.9278578823522,1.33439594848979,2.1649853568926947,1.5979752762537027,2.2213596134312565,
glc20uL,1.972281892291444,1.3388804250370974,2.2674345085439294,1.5089237424149595,2.0422334996541656,
glc30uL,1.692905363212009,1.210510405239305,1.7795589063161188,0.9649745803471244,2.1889208836968783,
glc40uL,1.5719188083411253,1.1810820927239938,1.6216337161972092,1.1776850768240752,2.00825897748927,
glc50uL,1.5880526933820696,1.1553204352560502,1.7811478799069795,1.2473209290056184,1.8256161040211218,
glc60uL,1.5656026826593752,1.0647651951387378,1.5842650063742256,1.2647749618431083,0.5633098386345288,
glc70uL,1.3769942274368978,1.0239548130943823,1.4818362963686924,1.0171774996691667,0.4057114917440669,
glc80uL,1.3128430168080227,1.1434589377006714,1.4692722134843308,1.2151700632463185,0.6831154745061071,
glc90uL,4.763619542217352,1.1756502203310488,0.9541497962797528,1.2011107017774172,1.5561127066539866,
